id_cliente,id_empresa,nome_cliente,segmento,limite_credito,risco_cliente,status,data_cadastro
372,5,Nascimento,Serviços,71876.84,medio,ativo,2021-08-08
373,5,Ferreira,Indústria,93227.86,baixo,ativo,2022-05-22
374,5,Novaes,Serviços,39678.64,baixo,ativo,2020-12-21
375,5,Marques,Indústria,19852.58,medio,ativo,2024-10-24
376,5,Correia,Atacado,38177.92,baixo,ativo,2023-03-13
377,5,Oliveira Gomes S.A.,Indústria,77831.37,medio,ativo,2022-04-21
378,5,Aparecida,Varejo,86237.93,baixo,ativo,2022-09-07
379,5,Souza,Atacado,34656.68,baixo,ativo,2020-02-19
380,5,Santos,Atacado,43736.63,alto,ativo,2024-09-19
381,5,Gomes,Varejo,108782.47,baixo,ativo,2020-03-09
382,5,Monteiro Andrade S.A.,Tecnologia,21793.15,baixo,ativo,2025-09-06
383,5,Brito,Tecnologia,112641.78,baixo,ativo,2020-12-03
384,5,Brito,Varejo,22214.44,medio,ativo,2025-09-25
385,5,Albuquerque,Atacado,19703.76,alto,ativo,2020-09-27
386,5,Jesus Rezende S.A.,Serviços,76873.19,baixo,ativo,2020-12-19
387,5,Melo Ltda.,Serviços,7476.29,alto,ativo,2021-05-04
388,5,Pinto,Indústria,37837.53,baixo,ativo,2025-11-12
389,5,Rezende,Indústria,126925.89,baixo,ativo,2021-04-28
390,5,Farias e Filhos,Varejo,74568.63,medio,ativo,2022-12-13
391,5,Dias,Indústria,16165.6,medio,ativo,2020-08-15
392,5,Nogueira,Varejo,93695.2,baixo,ativo,2026-06-08
393,5,Pinto S/A,Varejo,69262.4,medio,ativo,2022-09-28
394,5,Pires Rodrigues Ltda.,Varejo,67316.94,baixo,ativo,2026-03-14
395,5,Souza Borges - ME,Serviços,62456.26,medio,ativo,2024-08-31
396,5,Teixeira e Filhos,Varejo,30719.12,alto,ativo,2025-08-18
397,5,Macedo S.A.,Varejo,27854.8,medio,ativo,2024-06-30
398,5,Alves,Indústria,80462.24,baixo,ativo,2020-12-19
399,5,Duarte S/A,Indústria,21035.99,baixo,ativo,2022-09-20
400,5,Fogaça,Serviços,96919.82,baixo,ativo,2026-02-16
401,5,Lopes,Serviços,10510.23,medio,ativo,2026-01-27
402,5,da Cruz Moura - ME,Varejo,129144.62,baixo,ativo,2024-03-21
403,5,Cavalcante Cavalcanti S/A,Serviços,18315.92,medio,ativo,2024-09-15
404,5,Pinto,Varejo,27786.36,baixo,ativo,2020-06-28
405,5,Monteiro Pacheco S.A.,Indústria,36538.11,alto,ativo,2025-02-20
406,5,Martins Porto Ltda.,Tecnologia,11008.12,alto,ativo,2020-11-02
407,5,da Cunha,Indústria,28096.77,baixo,ativo,2022-12-05
408,5,Martins Ltda.,Indústria,41436.21,medio,ativo,2023-07-26
409,5,Barbosa Macedo Ltda.,Atacado,50369.46,baixo,ativo,2021-03-22
410,5,Porto,Atacado,41368.75,baixo,ativo,2024-01-07
411,5,Sales,Varejo,16925.36,alto,ativo,2021-01-05
412,5,Marques,Varejo,109187.13,baixo,ativo,2022-05-30
413,5,Costa,Indústria,17297.03,medio,ativo,2024-06-11
414,5,Mendes,Varejo,108033.84,baixo,ativo,2024-07-14
415,5,da Costa - ME,Varejo,54009.67,medio,ativo,2021-07-26
416,5,Oliveira,Serviços,28016.99,baixo,ativo,2024-06-28
417,5,Sampaio,Indústria,101938.68,baixo,ativo,2020-11-03
418,5,Almeida,Serviços,28381.36,baixo,ativo,2021-01-11
419,5,da Mota,Tecnologia,6921.33,alto,ativo,2020-07-26
420,5,Nunes e Filhos,Varejo,94604.95,baixo,ativo,2024-04-16
421,5,Pereira e Filhos,Indústria,27177.29,medio,ativo,2024-12-31
422,5,da Paz,Indústria,59534.12,medio,ativo,2025-08-05
423,5,Pereira Fogaça S.A.,Serviços,91589.53,baixo,ativo,2024-09-13
424,5,Pinto da Cunha e Filhos,Atacado,135004.83,baixo,ativo,2020-03-20
425,5,Pires Brito e Filhos,Tecnologia,29503.3,alto,ativo,2023-11-10
426,5,das Neves - ME,Indústria,13091.71,alto,ativo,2022-06-16
427,5,Pacheco Ltda.,Tecnologia,125389.62,baixo,ativo,2025-12-08
428,5,Borges da Rocha Ltda.,Serviços,95918.56,baixo,ativo,2022-09-14
429,5,Cavalcanti,Serviços,126117.07,baixo,ativo,2026-06-16
430,5,Cardoso Viana - EI,Serviços,38384.37,medio,ativo,2021-12-22
431,5,Moura,Atacado,61340.57,baixo,ativo,2020-04-25
432,5,Cavalcante,Serviços,55412.11,medio,ativo,2025-07-09
433,5,Mendes,Atacado,42822.38,baixo,ativo,2022-06-15
434,5,Souza,Serviços,82138.57,baixo,ativo,2023-10-27
435,5,Camargo,Varejo,77542.73,medio,ativo,2021-08-28
436,5,Barbosa,Indústria,139239.14,baixo,ativo,2020-10-24
437,5,Sá Câmara e Filhos,Indústria,142450.02,baixo,ativo,2023-08-14
438,5,Novais,Tecnologia,40475.51,baixo,ativo,2023-07-23
439,6,Borges,Indústria,81168.02,medio,ativo,2022-07-03
440,6,Albuquerque,Indústria,40270.73,medio,ativo,2021-06-05
441,6,Nascimento,Atacado,20233.73,baixo,ativo,2020-05-12
442,6,Marques Ltda.,Atacado,61368.2,baixo,ativo,2021-03-02
443,6,Pacheco,Indústria,15709.82,alto,ativo,2021-11-18
444,6,Porto,Indústria,145200.35,baixo,ativo,2025-01-03
445,6,Caldeira,Varejo,47258.96,baixo,ativo,2020-01-06
446,6,Melo Alves - EI,Tecnologia,76968.62,baixo,ativo,2025-07-12
447,6,Pimenta,Atacado,40027.81,medio,ativo,2022-07-12
448,6,Ramos Azevedo e Filhos,Indústria,29582.22,baixo,ativo,2022-12-05
449,6,Sampaio,Varejo,21895.6,alto,ativo,2026-02-18
450,6,Rezende,Tecnologia,49337.42,alto,ativo,2020-05-06
451,6,Camargo,Varejo,104972.57,baixo,ativo,2021-02-18
452,6,Aparecida Andrade Ltda.,Atacado,146671.79,baixo,ativo,2022-12-22
453,6,Camargo,Atacado,17673.27,medio,ativo,2025-07-03
454,6,da Costa - EI,Atacado,66907.76,baixo,ativo,2025-05-21
455,6,Gomes Marques Ltda.,Varejo,23345.64,baixo,ativo,2025-04-23
456,6,Pastor,Indústria,41797.39,medio,ativo,2021-01-08
457,6,Leão Rezende S/A,Serviços,39681.64,medio,ativo,2024-12-30
458,6,Pimenta,Atacado,77166.25,baixo,ativo,2020-09-09
459,6,da Mota,Atacado,110541.22,baixo,ativo,2024-08-22
460,6,Sales Ltda.,Atacado,42835.87,alto,ativo,2024-09-10
461,6,Macedo Macedo S.A.,Serviços,30772.14,alto,ativo,2025-05-04
462,6,Brito,Atacado,71324.57,baixo,ativo,2025-10-17
463,6,Nogueira,Tecnologia,59621.85,medio,ativo,2021-12-09
464,6,Araújo,Varejo,13672.67,alto,ativo,2024-09-30
465,6,da Mota,Serviços,108806.31,baixo,ativo,2022-11-22
466,6,Campos Marques S/A,Atacado,114523.39,baixo,ativo,2024-06-15
467,6,Ramos Porto - EI,Varejo,131361.14,baixo,ativo,2025-11-10
468,6,Aragão Ltda.,Atacado,21971.39,medio,ativo,2021-02-14
469,6,Cardoso Viana - EI,Atacado,17874.18,alto,ativo,2023-11-09
470,6,Azevedo Teixeira - EI,Tecnologia,62383.01,medio,ativo,2020-06-02
471,6,Pastor Cunha S.A.,Tecnologia,72386.61,baixo,ativo,2020-06-07
472,6,Vasconcelos,Tecnologia,134264.49,baixo,ativo,2023-01-05
473,6,Viana Peixoto S/A,Indústria,75390.87,medio,ativo,2025-07-06
474,6,Casa Grande,Indústria,87799.73,medio,ativo,2024-12-19
475,6,Nogueira da Cunha S.A.,Varejo,68303.95,medio,ativo,2022-02-08
476,6,Ribeiro S/A,Atacado,138746.26,baixo,ativo,2024-03-11
477,6,Albuquerque Fogaça S.A.,Atacado,22717.8,medio,ativo,2024-07-10
478,6,Almeida,Serviços,130668.39,baixo,ativo,2022-04-02
479,6,da Luz Aragão S.A.,Serviços,46515.89,medio,ativo,2023-01-27
480,6,Moura,Varejo,80348.4,baixo,ativo,2022-09-17
481,6,Souza S/A,Atacado,97225.67,baixo,ativo,2026-03-08
482,6,Machado,Varejo,41256.77,baixo,ativo,2023-03-13
483,6,Moraes,Serviços,26454.64,baixo,ativo,2022-06-25
484,6,Machado - EI,Varejo,31526.69,medio,ativo,2020-02-06
485,6,Pimenta Aparecida e Filhos,Serviços,37200.83,baixo,ativo,2022-10-30
486,6,Marques,Indústria,142590.65,baixo,ativo,2024-10-01
487,6,Araújo - ME,Indústria,46719.84,medio,ativo,2025-11-02
488,6,Lima,Indústria,18184.97,medio,ativo,2026-04-18
489,6,Mendonça e Filhos,Varejo,33878.07,medio,ativo,2023-10-09
490,6,Barbosa,Indústria,16751.61,alto,ativo,2022-02-10
491,6,Duarte - EI,Atacado,119511.67,baixo,ativo,2024-07-13
492,6,Azevedo Cardoso Ltda.,Indústria,67702.66,medio,ativo,2022-11-28
493,6,Garcia,Atacado,31236.07,alto,ativo,2022-02-16
494,6,Marques,Tecnologia,112738.01,baixo,ativo,2024-01-08
495,6,Brito,Serviços,129904.5,baixo,ativo,2023-04-18
496,6,Rezende e Filhos,Serviços,36632.74,baixo,ativo,2023-10-06
497,6,Lopes Machado S.A.,Tecnologia,27866.23,medio,ativo,2023-09-19
498,6,Fernandes,Varejo,96124.19,baixo,ativo,2020-10-18
499,6,Guerra,Atacado,45290.69,baixo,ativo,2023-05-07
500,6,Siqueira,Indústria,133210.39,baixo,ativo,2024-08-03
501,6,Dias - ME,Serviços,11445.09,alto,ativo,2020-11-27
502,6,Rios,Varejo,102034.26,baixo,ativo,2025-01-25
503,6,Freitas,Tecnologia,118955.13,baixo,ativo,2020-12-26
504,6,Rodrigues Melo S/A,Tecnologia,76382.48,baixo,ativo,2024-04-19
505,6,Barros S/A,Indústria,89391.74,baixo,ativo,2025-12-15
506,6,Brito,Indústria,107977.26,baixo,ativo,2023-07-02
507,6,Cardoso,Varejo,69861.56,baixo,ativo,2023-05-06
508,6,Pastor - EI,Tecnologia,28585.29,alto,ativo,2021-07-02
509,6,Rios,Tecnologia,137179.89,baixo,ativo,2020-03-19
510,6,Jesus Ltda.,Atacado,114531.95,baixo,ativo,2025-08-28
511,6,Silveira,Indústria,67656.89,baixo,ativo,2025-12-30
512,6,da Paz - EI,Varejo,97210.13,baixo,ativo,2020-07-16
513,6,Fogaça,Tecnologia,40420.3,medio,ativo,2021-09-19
514,6,Oliveira - EI,Varejo,109146.2,baixo,ativo,2025-11-01
515,6,Cassiano Ribeiro - ME,Varejo,98732.46,baixo,ativo,2025-09-26
516,6,Caldeira Ferreira - EI,Serviços,19121.0,medio,ativo,2022-03-29
517,6,Camargo,Tecnologia,87849.58,medio,ativo,2023-04-24
518,6,Oliveira,Tecnologia,91258.04,baixo,ativo,2023-09-16
519,6,Lima Novais - EI,Atacado,21657.42,baixo,ativo,2025-07-16
520,6,Pereira e Filhos,Varejo,31710.75,baixo,ativo,2022-11-14
521,6,Alves,Varejo,88183.28,medio,ativo,2021-02-12
522,6,da Mata Sampaio Ltda.,Indústria,78179.89,medio,ativo,2024-10-10
523,6,Ferreira,Serviços,70656.32,medio,ativo,2021-11-29
524,6,Cirino S.A.,Varejo,136288.59,baixo,ativo,2024-03-06
525,6,Azevedo,Indústria,42062.2,medio,ativo,2024-04-28
526,6,Sousa Porto S/A,Serviços,43739.19,medio,ativo,2021-04-08
527,6,Souza - EI,Varejo,114433.44,baixo,ativo,2024-08-31
528,6,Garcia Leão - ME,Atacado,24717.33,alto,ativo,2024-04-04
529,6,Castro,Serviços,79006.06,medio,ativo,2025-06-01
530,6,das Neves,Indústria,7068.75,alto,ativo,2023-07-11
531,6,Vasconcelos,Atacado,132883.2,baixo,ativo,2022-07-06
532,6,Aragão S.A.,Atacado,28539.64,alto,ativo,2021-01-25
533,6,Sá Pinto S/A,Tecnologia,114464.76,baixo,ativo,2021-08-31
534,6,da Mata - ME,Serviços,89023.33,medio,ativo,2025-09-01
535,6,Mendonça,Tecnologia,79553.25,medio,ativo,2023-08-06
536,6,Leão,Tecnologia,146118.86,baixo,ativo,2024-07-09
537,6,Cunha,Varejo,45535.11,medio,ativo,2025-08-03
538,6,Ferreira - ME,Varejo,35431.89,baixo,ativo,2024-07-10
539,6,da Paz e Filhos,Atacado,92427.03,baixo,ativo,2023-06-01
540,6,Moura,Indústria,62367.68,medio,ativo,2024-01-28
541,6,Aparecida,Atacado,77545.4,medio,ativo,2025-04-21
542,6,Gonçalves Peixoto S/A,Serviços,46202.6,medio,ativo,2020-01-09
543,6,Costela Ltda.,Atacado,127884.91,baixo,ativo,2024-03-11
544,6,Vargas Carvalho Ltda.,Tecnologia,23132.43,medio,ativo,2021-03-14
545,6,Duarte,Serviços,45469.79,baixo,ativo,2025-02-15
546,6,Abreu - ME,Varejo,37034.68,medio,ativo,2021-05-19
547,6,Cavalcanti,Serviços,62676.54,medio,ativo,2025-08-05
548,6,Garcia Nascimento e Filhos,Atacado,115707.81,baixo,ativo,2025-06-01
549,6,Montenegro Novais e Filhos,Serviços,36131.8,alto,ativo,2021-06-09
550,6,Barbosa,Tecnologia,105477.84,baixo,ativo,2024-09-10
551,7,Sousa,Indústria,48361.71,alto,ativo,2025-01-28
552,7,Lopes S/A,Atacado,58201.96,medio,ativo,2023-05-09
553,7,Barbosa,Atacado,35112.86,medio,ativo,2022-06-09
554,7,Oliveira,Serviços,101141.79,baixo,ativo,2021-12-29
555,7,Oliveira,Indústria,110260.56,baixo,ativo,2026-04-22
556,7,Santos,Atacado,94182.97,baixo,ativo,2023-03-17
557,7,da Rocha,Tecnologia,11021.64,medio,ativo,2021-08-18
558,7,Guerra S/A,Indústria,27358.62,baixo,ativo,2022-10-23
559,7,Cavalcante,Atacado,28064.27,baixo,ativo,2020-05-12
560,7,Sales,Atacado,78837.29,baixo,ativo,2022-07-07
561,7,Borges,Indústria,29007.64,medio,ativo,2020-07-11
562,7,Caldeira,Indústria,48912.02,alto,ativo,2026-03-11
563,7,Lopes Pastor - ME,Tecnologia,116677.1,baixo,ativo,2022-07-12
564,7,Gonçalves Ltda.,Atacado,38979.85,alto,ativo,2022-03-15
565,7,Câmara,Varejo,33534.22,medio,ativo,2022-02-04
566,7,Vasconcelos,Indústria,6828.54,alto,ativo,2026-03-29
567,7,Barbosa Moraes e Filhos,Tecnologia,40920.75,baixo,ativo,2021-09-26
568,7,Moura - EI,Atacado,140721.67,baixo,ativo,2023-05-18
569,7,Vasconcelos Ferreira Ltda.,Indústria,94448.01,baixo,ativo,2025-11-22
570,7,da Costa Caldeira S.A.,Tecnologia,43902.98,baixo,ativo,2026-02-02
571,7,Costa,Indústria,31952.92,baixo,ativo,2023-09-18
572,7,Pereira Cassiano e Filhos,Atacado,48397.89,baixo,ativo,2020-02-06
573,7,Cavalcanti e Filhos,Atacado,64980.95,baixo,ativo,2022-09-25
574,7,Martins,Varejo,46216.96,alto,ativo,2024-04-29
575,7,Rodrigues,Indústria,114116.83,baixo,ativo,2025-10-07
576,7,Pires,Serviços,13508.13,medio,ativo,2023-08-05
577,7,Cassiano,Atacado,143267.54,baixo,ativo,2025-12-24
578,7,Azevedo,Tecnologia,28511.34,baixo,ativo,2021-03-01
579,7,Macedo,Tecnologia,127737.33,baixo,ativo,2020-10-22
580,7,Vieira,Varejo,46738.02,medio,ativo,2020-10-27
581,7,Pastor,Serviços,123247.92,baixo,ativo,2022-11-25
582,7,Fogaça - EI,Tecnologia,78646.34,baixo,ativo,2021-04-29
583,7,das Neves - ME,Atacado,103384.96,baixo,ativo,2020-07-05
584,7,Andrade,Indústria,84243.82,medio,ativo,2020-12-20
585,7,Freitas Ltda.,Varejo,140469.81,baixo,ativo,2025-04-25
586,7,Ramos S/A,Atacado,48582.54,baixo,ativo,2023-04-23
587,7,Martins,Indústria,46137.6,alto,ativo,2020-02-15
588,7,Machado - EI,Atacado,92159.07,baixo,ativo,2024-06-02
589,7,Duarte Pereira - ME,Indústria,143107.32,baixo,ativo,2022-05-17
590,7,Araújo Machado S/A,Serviços,103971.1,baixo,ativo,2022-11-01
591,7,Silva,Atacado,43576.54,baixo,ativo,2025-03-04
592,7,Montenegro e Filhos,Serviços,63734.82,medio,ativo,2025-06-18
593,7,Aparecida da Cruz e Filhos,Indústria,15553.98,alto,ativo,2020-10-12
594,7,Macedo,Indústria,32735.41,alto,ativo,2021-09-16
595,7,Fonseca Freitas Ltda.,Varejo,67384.15,baixo,ativo,2023-07-06
596,7,Jesus,Indústria,48798.34,baixo,ativo,2021-07-04
597,7,Rocha,Indústria,48396.32,medio,ativo,2025-06-17
598,7,Vieira e Filhos,Serviços,42850.12,baixo,ativo,2026-01-15
599,7,Azevedo,Varejo,115360.8,baixo,ativo,2025-09-08
600,7,Brito,Serviços,125643.51,baixo,ativo,2020-05-30
601,7,da Paz,Serviços,90651.01,baixo,ativo,2024-02-07
602,7,Silveira,Serviços,135886.88,baixo,ativo,2025-03-18
603,7,Farias Barros - EI,Serviços,31772.02,baixo,ativo,2021-11-10
604,7,Ferreira das Neves e Filhos,Atacado,22737.79,medio,ativo,2021-08-21
605,7,Cardoso,Tecnologia,38703.64,medio,ativo,2022-08-07
606,7,das Neves - EI,Indústria,68026.57,baixo,ativo,2024-05-08
607,7,Ramos,Indústria,79103.65,baixo,ativo,2021-02-26
608,7,Cardoso,Indústria,76371.77,medio,ativo,2026-02-07
609,7,Ramos e Filhos,Varejo,68965.74,baixo,ativo,2025-10-17
610,7,Moraes,Indústria,146447.63,baixo,ativo,2025-06-17
611,7,Almeida,Tecnologia,10527.81,medio,ativo,2021-11-09
612,7,das Neves,Serviços,86890.37,baixo,ativo,2024-01-23
613,7,Cunha Fernandes - ME,Indústria,126204.16,baixo,ativo,2021-04-09
614,8,Câmara Carvalho S.A.,Tecnologia,57263.27,medio,ativo,2020-04-01
615,8,da Rocha S/A,Atacado,36625.06,baixo,ativo,2020-06-09
616,8,Ribeiro Ltda.,Atacado,23307.31,medio,ativo,2024-07-18
617,8,Peixoto Garcia S.A.,Indústria,93268.61,baixo,ativo,2020-12-17
618,8,Cirino Sales - EI,Serviços,98848.37,baixo,ativo,2024-08-09
619,8,Silveira Macedo S/A,Atacado,123300.09,baixo,ativo,2022-12-19
620,8,Fonseca,Varejo,109126.85,baixo,ativo,2022-07-30
621,8,Macedo Pimenta Ltda.,Atacado,37187.72,baixo,ativo,2024-09-15
622,8,da Conceição,Atacado,24193.77,medio,ativo,2020-06-08
623,8,das Neves Viana - ME,Serviços,70190.65,medio,ativo,2026-01-17
624,8,Freitas Rocha - EI,Atacado,71989.63,medio,ativo,2024-09-19
625,8,Martins,Tecnologia,25646.98,baixo,ativo,2024-04-10
626,8,Vasconcelos,Atacado,124600.74,baixo,ativo,2021-02-04
627,8,Montenegro,Varejo,53087.34,baixo,ativo,2023-03-06
628,8,Castro,Varejo,90685.03,baixo,ativo,2025-11-10
629,8,Pereira Carvalho Ltda.,Indústria,20935.23,baixo,ativo,2024-08-01
630,8,Ramos - ME,Atacado,40121.22,baixo,ativo,2024-09-30
631,8,Novaes,Serviços,99544.49,baixo,ativo,2024-08-19
632,8,Silva - EI,Tecnologia,92483.15,baixo,ativo,2022-11-05
633,8,da Paz S/A,Serviços,22915.84,alto,ativo,2021-05-02
634,8,da Mata Machado - EI,Serviços,65944.92,medio,ativo,2025-09-13
635,8,Lopes Borges S.A.,Varejo,63996.92,baixo,ativo,2021-10-20
636,8,Ferreira,Tecnologia,102663.96,baixo,ativo,2024-11-18
637,8,Leão S/A,Tecnologia,54201.96,baixo,ativo,2024-06-29
638,8,Montenegro,Serviços,87730.72,baixo,ativo,2025-07-17
639,8,da Costa,Indústria,46221.94,baixo,ativo,2022-03-08
640,8,Barros,Serviços,97936.94,baixo,ativo,2020-05-27
641,8,Câmara,Indústria,105152.49,baixo,ativo,2024-06-24
642,8,Dias S/A,Varejo,71368.61,baixo,ativo,2021-01-04
643,8,Vieira,Indústria,114398.03,baixo,ativo,2023-02-06
644,8,Carvalho Andrade Ltda.,Varejo,145197.43,baixo,ativo,2022-12-05
645,8,Sampaio,Indústria,85810.95,baixo,ativo,2021-04-24
646,8,Teixeira Santos - ME,Atacado,80089.04,medio,ativo,2022-10-21
647,8,Pimenta,Indústria,55053.49,medio,ativo,2025-02-22
648,8,Barros S/A,Indústria,78961.86,medio,ativo,2020-10-03
649,8,Cunha,Indústria,122525.28,baixo,ativo,2024-08-16
650,8,Novaes Siqueira - EI,Serviços,42447.97,alto,ativo,2023-03-22
651,8,Camargo,Serviços,107580.73,baixo,ativo,2025-05-05
652,8,da Costa,Serviços,48413.6,baixo,ativo,2025-08-05
653,8,Campos,Serviços,29364.52,medio,ativo,2022-04-10
654,8,da Costa - ME,Varejo,38482.19,medio,ativo,2020-11-17
655,8,Azevedo,Atacado,59106.16,medio,ativo,2020-06-22
656,8,Monteiro - EI,Atacado,35233.35,medio,ativo,2023-01-30
657,8,Pires - EI,Serviços,147971.31,baixo,ativo,2021-06-09
658,8,Silva Casa Grande Ltda.,Atacado,123905.09,baixo,ativo,2023-11-23
659,8,Abreu,Atacado,109224.02,baixo,ativo,2025-02-27
660,8,da Costa,Varejo,21094.42,baixo,ativo,2023-08-25
661,8,Cirino,Indústria,132039.46,baixo,ativo,2025-04-14
662,8,Moura Ltda.,Tecnologia,24077.43,alto,ativo,2024-03-04
663,8,Moura - EI,Atacado,72077.04,baixo,ativo,2022-07-25
664,8,Gomes - ME,Tecnologia,74327.01,medio,ativo,2022-03-14
665,8,Porto - ME,Serviços,144689.23,baixo,ativo,2024-09-22
666,8,da Cunha,Indústria,149423.03,baixo,ativo,2025-06-16
667,8,Fogaça S/A,Serviços,93078.0,baixo,ativo,2020-09-02
668,8,da Costa,Indústria,53057.66,baixo,ativo,2022-11-30
669,8,Vargas - EI,Varejo,92845.5,baixo,ativo,2024-08-13
670,8,Carvalho,Atacado,132757.92,baixo,ativo,2026-01-14
671,8,Fogaça - EI,Tecnologia,121440.18,baixo,ativo,2025-01-04
672,8,Ramos,Serviços,32921.89,medio,ativo,2021-11-17
673,8,Vasconcelos Rodrigues - ME,Tecnologia,43745.32,medio,ativo,2020-10-19
674,8,Pires,Indústria,64671.31,baixo,ativo,2024-06-07
675,8,Carvalho Azevedo e Filhos,Atacado,77836.79,baixo,ativo,2025-11-03
676,8,Andrade,Serviços,6039.55,alto,ativo,2022-10-27
677,8,Costa,Varejo,12510.97,alto,ativo,2021-01-26
678,8,Vieira S.A.,Tecnologia,134229.83,baixo,ativo,2025-11-16
679,8,Dias Ltda.,Tecnologia,30996.18,medio,ativo,2023-06-21
680,8,Nogueira,Atacado,115887.12,baixo,ativo,2021-11-29
681,8,da Cunha,Tecnologia,106261.39,baixo,ativo,2025-03-28
682,8,Sá e Filhos,Atacado,25018.02,alto,ativo,2021-12-26
683,8,da Paz Fogaça S/A,Tecnologia,79350.64,baixo,ativo,2025-11-14
684,8,da Mata,Serviços,89391.94,baixo,ativo,2021-01-01
685,8,Freitas - ME,Varejo,67551.83,baixo,ativo,2025-11-13
686,8,Souza,Varejo,37510.79,medio,ativo,2025-07-07
687,8,Gomes,Indústria,24369.59,alto,ativo,2022-08-05
688,8,Cirino,Tecnologia,25085.68,medio,ativo,2024-06-04
689,8,Sales,Serviços,112941.94,baixo,ativo,2022-12-13
690,8,Freitas,Atacado,101291.99,baixo,ativo,2023-01-18
691,8,Barros,Varejo,116580.5,baixo,ativo,2022-01-17
692,8,Barros,Atacado,34346.33,baixo,ativo,2025-07-08
693,8,Pereira,Serviços,22521.4,baixo,ativo,2021-02-22
694,8,Nogueira da Rocha Ltda.,Varejo,36255.1,baixo,ativo,2021-09-09
695,8,Barros Ltda.,Tecnologia,48234.45,baixo,ativo,2024-03-01
696,8,das Neves,Serviços,122885.21,baixo,ativo,2020-08-17
697,8,Pereira,Indústria,71014.83,baixo,ativo,2024-04-11
698,8,Cavalcante,Tecnologia,71451.65,medio,ativo,2022-10-09
699,8,Ferreira,Atacado,46866.77,medio,ativo,2022-05-03
700,8,Aparecida,Varejo,108587.5,baixo,ativo,2026-03-01
701,8,Pimenta,Varejo,52930.66,baixo,ativo,2022-06-11
702,8,da Mota,Indústria,5678.05,alto,ativo,2021-05-05
703,8,Barbosa e Filhos,Tecnologia,51601.61,baixo,ativo,2021-09-26
704,8,Fonseca,Atacado,31632.39,baixo,ativo,2023-10-18
705,8,Alves Casa Grande - EI,Serviços,7689.88,alto,ativo,2026-01-05
706,8,Andrade,Indústria,28613.97,medio,ativo,2024-12-01
707,8,Azevedo da Costa e Filhos,Indústria,40221.51,medio,ativo,2020-06-10
708,8,Fonseca,Serviços,76875.0,baixo,ativo,2026-05-10
709,8,Nunes,Atacado,65196.41,baixo,ativo,2026-03-21
710,8,Pereira S.A.,Atacado,89047.87,baixo,ativo,2024-02-12
711,8,Freitas,Varejo,120869.33,baixo,ativo,2024-01-31
712,8,Macedo,Atacado,67680.29,medio,ativo,2024-05-06
713,8,Oliveira S.A.,Indústria,108819.14,baixo,ativo,2023-08-14
714,8,Gonçalves,Varejo,61863.13,baixo,ativo,2021-06-15
715,8,Rezende,Varejo,24065.59,baixo,ativo,2026-05-27
716,8,da Cruz,Atacado,49192.77,medio,ativo,2022-11-14
717,8,Alves e Filhos,Serviços,48693.96,baixo,ativo,2025-07-05
718,8,Monteiro Moreira - ME,Indústria,33751.25,alto,ativo,2026-04-04
719,8,da Luz Ltda.,Varejo,75762.12,medio,ativo,2022-12-24
720,8,Cunha,Serviços,115459.04,baixo,ativo,2025-10-28
721,8,Sales,Atacado,114272.35,baixo,ativo,2022-10-15
722,8,Costa,Varejo,143175.43,baixo,ativo,2024-01-06
723,8,Carvalho S/A,Serviços,44166.0,medio,ativo,2026-03-02
724,8,Cavalcanti,Tecnologia,63876.67,baixo,ativo,2023-12-14
725,8,Borges,Tecnologia,43018.43,alto,ativo,2024-10-29
726,8,Rios,Tecnologia,29257.8,medio,ativo,2026-03-03
727,8,Santos,Tecnologia,25137.49,alto,ativo,2020-01-01
728,8,Novaes - EI,Indústria,57661.03,medio,ativo,2020-01-27
729,8,da Rosa,Indústria,48845.27,baixo,ativo,2026-03-17
730,8,Silva Santos e Filhos,Tecnologia,94186.87,baixo,ativo,2023-12-27
731,8,Vieira Fonseca - EI,Indústria,54448.46,baixo,ativo,2023-05-15
732,8,Campos Costa S.A.,Indústria,71973.77,baixo,ativo,2025-05-30
733,8,Vieira Monteiro S/A,Varejo,127341.68,baixo,ativo,2023-05-15
734,8,Novaes,Indústria,125084.35,baixo,ativo,2023-11-26
735,8,Martins,Serviços,84419.69,medio,ativo,2020-02-16
736,8,Pimenta Borges S/A,Indústria,102185.17,baixo,ativo,2026-01-20
737,8,Gonçalves,Tecnologia,62488.11,baixo,ativo,2024-12-30
738,8,Moura,Tecnologia,17206.64,medio,ativo,2021-08-29
739,8,Vargas,Tecnologia,30730.86,baixo,ativo,2022-12-11
740,8,Oliveira,Serviços,85237.01,baixo,ativo,2025-05-23
741,8,Cardoso Ltda.,Atacado,83421.94,baixo,ativo,2025-11-17
742,8,Machado - ME,Atacado,29313.72,baixo,ativo,2021-01-01
743,8,Cardoso,Indústria,73765.67,baixo,ativo,2020-04-09
744,8,Vargas Cardoso - ME,Tecnologia,37977.31,medio,ativo,2021-08-20
745,8,Campos - EI,Serviços,140147.72,baixo,ativo,2020-12-17
746,8,da Rosa Cavalcante S.A.,Indústria,27089.94,baixo,ativo,2020-02-26
747,8,Santos,Indústria,124556.5,baixo,ativo,2022-05-06
748,8,Ferreira Moreira Ltda.,Atacado,53713.94,medio,ativo,2025-06-01
749,8,da Cunha S.A.,Tecnologia,148999.28,baixo,ativo,2025-11-27
